comparison,session_id,query_id,transition,before_gold_ranks,after_gold_ranks,promoted_gold,demoted_gold,top5_page_ids_identical
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q078,UNCHANGED_HIT,"{""70584af0-da6d-5ee7-9e7c-ad3f962ef545"": 4, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 46}","{""70584af0-da6d-5ee7-9e7c-ad3f962ef545"": 5, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 47}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q084,UNCHANGED_MISS,"{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 31}","{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 30}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q088,UNCHANGED_MISS,"{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 15, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 51}","{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 12, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 48}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q091,RESCUED,"{""68d070f4-4242-579d-b5a8-83f3dc6283b3"": 14, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 6, ""ff75fe78-c1af-5b7a-a243-9648b6132a06"": 16}","{""68d070f4-4242-579d-b5a8-83f3dc6283b3"": 22, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 3, ""ff75fe78-c1af-5b7a-a243-9648b6132a06"": 23}",1,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q007,UNCHANGED_HIT,"{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 3}","{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 3}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q011,UNCHANGED_HIT,"{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 7, ""75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4"": 1}","{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 7, ""75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4"": 1}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q013,UNCHANGED_HIT,"{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 8, ""d876eb51-66ba-5437-955a-25c3f405ef2f"": 2}","{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 8, ""d876eb51-66ba-5437-955a-25c3f405ef2f"": 5}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q014,UNCHANGED_HIT,"{""a60bbf7a-8108-58fc-8b4a-1356764282aa"": 3}","{""a60bbf7a-8108-58fc-8b4a-1356764282aa"": 2}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q021,UNCHANGED_MISS,"{""112af49e-d51f-599c-ad67-5cc18432f1a8"": 11}","{""112af49e-d51f-599c-ad67-5cc18432f1a8"": 11}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q022,UNCHANGED_HIT,"{""1404aa4a-3c7a-565e-8e67-9f834683b3b2"": 3, ""1e8809d9-9426-51b9-9e17-039093174440"": 4}","{""1404aa4a-3c7a-565e-8e67-9f834683b3b2"": 3, ""1e8809d9-9426-51b9-9e17-039093174440"": 4}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q026,UNCHANGED_MISS,"{""7567fc91-4210-59bc-ac74-0cc3060edc83"": 18, ""fadb48cb-a45f-5f46-8f39-e18bd7dff4f1"": 11}","{""7567fc91-4210-59bc-ac74-0cc3060edc83"": 18, ""fadb48cb-a45f-5f46-8f39-e18bd7dff4f1"": 14}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q028,HURT,"{""f642437d-2d3c-5b95-a7f6-29f2e68c0a13"": 5}","{""f642437d-2d3c-5b95-a7f6-29f2e68c0a13"": 8}",0,1,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q033,RESCUED,"{""73b2fb55-c036-52ca-842e-cc784d317c61"": 10, ""dad4c589-bd44-5d61-917f-9435b971db4d"": 21}","{""73b2fb55-c036-52ca-842e-cc784d317c61"": 5, ""dad4c589-bd44-5d61-917f-9435b971db4d"": 19}",1,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q035,UNCHANGED_HIT,"{""dad4c589-bd44-5d61-917f-9435b971db4d"": 2}","{""dad4c589-bd44-5d61-917f-9435b971db4d"": 3}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q039,UNCHANGED_HIT,"{""c022f180-c519-52a7-9c70-3f15928609b5"": 3, ""594016a4-b321-5143-a8c6-3923fed20111"": 17}","{""c022f180-c519-52a7-9c70-3f15928609b5"": 4, ""594016a4-b321-5143-a8c6-3923fed20111"": 21}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q042,UNCHANGED_HIT,"{""c61777d3-f94f-5655-9b6b-9d6cdc28c303"": 5}","{""c61777d3-f94f-5655-9b6b-9d6cdc28c303"": 4}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q044,UNCHANGED_MISS,"{""094486b7-1e86-5360-8005-66c6886152c2"": 40, ""682aecdf-197a-5dc6-b88d-886b08ffb500"": 23}","{""094486b7-1e86-5360-8005-66c6886152c2"": 40, ""682aecdf-197a-5dc6-b88d-886b08ffb500"": 28}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q049,UNCHANGED_MISS,"{""08c5243c-c754-5bb1-b020-dfbf21f542d7"": 20}","{""08c5243c-c754-5bb1-b020-dfbf21f542d7"": 22}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q052,UNCHANGED_MISS,"{""682aecdf-197a-5dc6-b88d-886b08ffb500"": 30, ""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"": 18}","{""682aecdf-197a-5dc6-b88d-886b08ffb500"": 36, ""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"": 17}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q055,UNCHANGED_MISS,"{""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"": 32, ""90248870-b2cb-59d2-a707-79d09f366d8a"": 27}","{""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"": 25, ""90248870-b2cb-59d2-a707-79d09f366d8a"": 33}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q056,UNCHANGED_HIT,"{""adc1eeb8-b0f8-5877-88cf-abdd23798b3a"": 4}","{""adc1eeb8-b0f8-5877-88cf-abdd23798b3a"": 3}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q063,UNCHANGED_MISS,"{""2c5547ce-bd04-536c-8b2d-e09ae5633e53"": 22}","{""2c5547ce-bd04-536c-8b2d-e09ae5633e53"": 26}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q065,UNCHANGED_HIT,"{""ca05266e-320c-5081-9d2d-f7c8689c58a9"": 16, ""28de896e-9356-58a4-a8c5-c3efe7770f57"": 3}","{""ca05266e-320c-5081-9d2d-f7c8689c58a9"": 12, ""28de896e-9356-58a4-a8c5-c3efe7770f57"": 2}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q066,UNCHANGED_MISS,"{""52990abe-a81c-5937-b506-8a88315cc3c0"": 20, ""57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a"": 16}","{""52990abe-a81c-5937-b506-8a88315cc3c0"": 15, ""57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a"": 22}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q070,UNCHANGED_HIT,"{""2e530daf-4b7a-5b20-9fe7-9c23daee4af6"": 3}","{""2e530daf-4b7a-5b20-9fe7-9c23daee4af6"": 4}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q007,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 2}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 2}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q011,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 7, ""9c806b54-004f-57bf-8755-c4a0eebd929e"": 3}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 7, ""9c806b54-004f-57bf-8755-c4a0eebd929e"": 2}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q013,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 9, ""6e436632-8d73-58b8-a746-7cbc36ffe10f"": 1}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 9, ""6e436632-8d73-58b8-a746-7cbc36ffe10f"": 1}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q014,UNCHANGED_HIT,"{""c64751d6-21c8-5c09-87da-48f940293661"": 4}","{""c64751d6-21c8-5c09-87da-48f940293661"": 4}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q021,UNCHANGED_HIT,"{""5095d8f5-e975-5011-976e-e587c31560f2"": 4}","{""5095d8f5-e975-5011-976e-e587c31560f2"": 4}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q022,UNCHANGED_MISS,"{""bcb24496-086a-528b-a09e-86bae79fa560"": 8, ""c16509f9-dd00-5e11-9acf-ecc8f08ad424"": 15}","{""bcb24496-086a-528b-a09e-86bae79fa560"": 11, ""c16509f9-dd00-5e11-9acf-ecc8f08ad424"": 14}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q026,UNCHANGED_HIT,"{""87d6b0ff-8b24-5176-ba24-dbc110c6e1d5"": 5, ""daf8b285-37ac-5e07-a640-74fc9322fe21"": 9}","{""87d6b0ff-8b24-5176-ba24-dbc110c6e1d5"": 5, ""daf8b285-37ac-5e07-a640-74fc9322fe21"": 10}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q028,UNCHANGED_MISS,"{""102b7fa7-9564-5e73-98e7-41fde776fa99"": 12}","{""102b7fa7-9564-5e73-98e7-41fde776fa99"": 13}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q033,UNCHANGED_HIT,"{""407824ab-fd2c-5a7b-ac60-4e9d2ed5311e"": 1, ""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 2}","{""407824ab-fd2c-5a7b-ac60-4e9d2ed5311e"": 1, ""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 2}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q035,RESCUED,"{""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 7}","{""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 5}",1,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q039,UNCHANGED_MISS,"{""e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326"": 23, ""a9136ff5-7fca-58fe-8907-08b361042647"": 8}","{""e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326"": 21, ""a9136ff5-7fca-58fe-8907-08b361042647"": 9}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q042,UNCHANGED_MISS,"{""19b9c9f1-754d-5322-831d-a2b5bbc632f9"": 17}","{""19b9c9f1-754d-5322-831d-a2b5bbc632f9"": 18}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q044,UNCHANGED_HIT,"{""53a0c2bd-e2e0-5a10-8976-c6a159c1cd78"": 16, ""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 1}","{""53a0c2bd-e2e0-5a10-8976-c6a159c1cd78"": 16, ""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 1}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q049,UNCHANGED_HIT,"{""d0b649b9-d683-5ad9-a5a6-64c75b0bc996"": 2}","{""d0b649b9-d683-5ad9-a5a6-64c75b0bc996"": 1}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q052,UNCHANGED_HIT,"{""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 2, ""c50cce28-4618-514d-bc83-20a57b6f5562"": 30}","{""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 1, ""c50cce28-4618-514d-bc83-20a57b6f5562"": 26}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q055,HURT,"{""c50cce28-4618-514d-bc83-20a57b6f5562"": 23, ""cc845b3c-bd6e-511e-8bf1-44f5e08cf54a"": 3}","{""c50cce28-4618-514d-bc83-20a57b6f5562"": 24, ""cc845b3c-bd6e-511e-8bf1-44f5e08cf54a"": 7}",0,1,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q056,UNCHANGED_MISS,"{""749bba84-be69-55e2-98a1-a9617e473fb0"": 18}","{""749bba84-be69-55e2-98a1-a9617e473fb0"": 17}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q007,UNCHANGED_HIT,"{""2631e802-75be-5089-9418-baece6a717cf"": 3}","{""2631e802-75be-5089-9418-baece6a717cf"": 3}",0,0,True
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q011,UNCHANGED_HIT,"{""2631e802-75be-5089-9418-baece6a717cf"": 6, ""dc12b285-c21d-5cfe-84a2-d016fce5ffe6"": 1}","{""2631e802-75be-5089-9418-baece6a717cf"": 4, ""dc12b285-c21d-5cfe-84a2-d016fce5ffe6"": 1}",1,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q013,UNCHANGED_HIT,"{""2631e802-75be-5089-9418-baece6a717cf"": 9, ""9b4b60a1-f0f9-5368-b4ce-b441752321bb"": 4}","{""2631e802-75be-5089-9418-baece6a717cf"": 6, ""9b4b60a1-f0f9-5368-b4ce-b441752321bb"": 5}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q014,UNCHANGED_HIT,"{""f99dbe58-f286-568d-b1fe-f1ebe59c0e0a"": 1}","{""f99dbe58-f286-568d-b1fe-f1ebe59c0e0a"": 3}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q021,UNCHANGED_MISS,"{""f1228bac-12d1-520f-9787-52a8cdcd49db"": 6}","{""f1228bac-12d1-520f-9787-52a8cdcd49db"": 7}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q022,UNCHANGED_MISS,"{""34fa3574-894f-575c-b9b0-0a183473746e"": 17, ""55e7e466-3b1c-5014-85fc-2a14618ce254"": 8}","{""34fa3574-894f-575c-b9b0-0a183473746e"": 13, ""55e7e466-3b1c-5014-85fc-2a14618ce254"": 11}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q026,RESCUED,"{""289ba3d6-8b24-5c77-8df9-7af211ee1007"": 17, ""88e975b7-0f5a-5f5c-98ce-e461dcab93b8"": 11}","{""289ba3d6-8b24-5c77-8df9-7af211ee1007"": 3, ""88e975b7-0f5a-5f5c-98ce-e461dcab93b8"": 12}",1,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q028,UNCHANGED_HIT,"{""44777fdf-abd5-5570-b0aa-8e3f1cb44000"": 3}","{""44777fdf-abd5-5570-b0aa-8e3f1cb44000"": 3}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q033,UNCHANGED_HIT,"{""d5c03971-3795-5256-a75f-b3921d61a92d"": 1, ""b4497adc-7393-57c0-8917-ce3372fbd151"": 22}","{""d5c03971-3795-5256-a75f-b3921d61a92d"": 2, ""b4497adc-7393-57c0-8917-ce3372fbd151"": 24}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q035,UNCHANGED_MISS,"{""b4497adc-7393-57c0-8917-ce3372fbd151"": 27}","{""b4497adc-7393-57c0-8917-ce3372fbd151"": 23}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q039,UNCHANGED_HIT,"{""31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62"": 2, ""c107828c-a741-55f6-8e0c-446cfbdba215"": 11}","{""31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62"": 1, ""c107828c-a741-55f6-8e0c-446cfbdba215"": 13}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q042,UNCHANGED_MISS,"{""0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc"": 6}","{""0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc"": 7}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q044,RESCUED,"{""32b5d492-2df9-5ed9-ac46-caca5c87097c"": 13, ""4054aab2-0aa7-5019-b341-077265511add"": 29}","{""32b5d492-2df9-5ed9-ac46-caca5c87097c"": 4, ""4054aab2-0aa7-5019-b341-077265511add"": 6}",1,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q049,UNCHANGED_MISS,"{""de592e81-e050-536b-8909-32866c85f6c2"": 7}","{""de592e81-e050-536b-8909-32866c85f6c2"": 11}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q007,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 3}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 3}",0,0,True
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q011,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 6, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 3}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 7, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 5}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q013,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q014,HURT,"{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 2}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 6}",0,1,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q021,UNCHANGED_MISS,"{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 13}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 15}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q022,HURT,"{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 5, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 10}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 11, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 7}",0,1,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q026,HURT,"{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 5, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 6}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 8, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 10}",0,1,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q028,UNCHANGED_HIT,"{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 1}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 2}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q033,RESCUED,"{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 7, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 18}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 2, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}",1,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q035,UNCHANGED_MISS,"{""893b3ae9-1f94-5436-8c6d-54e200693867"": 13}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q039,UNCHANGED_HIT,"{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 20, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 13, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 2}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q042,UNCHANGED_MISS,"{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 8}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 12}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q044,RESCUED,"{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 8}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 39, ""647fce0c-6320-5a98-819d-50dff3300582"": 4}",1,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q049,UNCHANGED_HIT,"{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 5}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 4}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q052,UNCHANGED_HIT,"{""647fce0c-6320-5a98-819d-50dff3300582"": 4, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 2}","{""647fce0c-6320-5a98-819d-50dff3300582"": 1, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 15}",0,1,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q055,HURT,"{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 3, ""2e583969-bc65-5074-a7fe-0424438cd092"": 14}","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 16, ""2e583969-bc65-5074-a7fe-0424438cd092"": 12}",0,1,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q056,UNCHANGED_MISS,"{""e40ec65e-2907-515a-b1dd-3bec39109106"": 36}","{""e40ec65e-2907-515a-b1dd-3bec39109106"": 36}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q063,UNCHANGED_MISS,"{""3549589e-05fe-5631-9385-5379f8dd4396"": 21}","{""3549589e-05fe-5631-9385-5379f8dd4396"": 11}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q065,UNCHANGED_HIT,"{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 4, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 21}","{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 1, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 6}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q066,UNCHANGED_HIT,"{""166328f1-a89c-5b18-8a53-02ac909e0849"": 2, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 16}","{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 11}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q070,UNCHANGED_MISS,"{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 38}","{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 11}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q007,UNCHANGED_HIT,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 1}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 2}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q011,UNCHANGED_HIT,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 3, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 2}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 4, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 1}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q013,UNCHANGED_HIT,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 4, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 2}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 6, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 5}",0,1,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q014,UNCHANGED_HIT,"{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 1}","{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 1}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q021,UNCHANGED_MISS,"{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 16}","{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 7}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q022,UNCHANGED_HIT,"{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 2, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 4}","{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 1, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 3}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q026,UNCHANGED_MISS,"{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 22, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 12}","{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 15, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 7}",0,0,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q028,HURT,"{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 3}","{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 6}",0,1,False
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q033,UNCHANGED_MISS,"{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 18, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 8}","{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 12, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 21}",0,0,False
