comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference,before_config,after_config,small_token_count,small_over_512,m3_token_count,m3_over_512,top5_promoted,top5_demoted
BGE-M3 2048 vs BGE-M3 512（长度影响）,S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,S002-Q064,53,53,0,0.47740548849105835,0.47740548849105835,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,525,True,383,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q007,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,2,2,0,0.5541847944259644,0.5541847944259644,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,635,True,469,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q011,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,3,3,0,0.6487732529640198,0.6487732529640198,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,635,True,469,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q011,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,S003-Q007,2,2,0,0.65643310546875,0.65643310546875,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,415,False,309,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,6,6,0,0.5340695977210999,0.5340695977210999,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,635,True,469,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q013,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,7,7,0,0.5146254301071167,0.5146254301071167,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,678,True,507,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,S003-Q008,2,2,0,0.6678082942962646,0.6678082942962646,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,614,True,442,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q021,1b59ffe6-5fba-511e-b39a-6529e998d6ca,S003-Q015,4,4,0,0.7456438541412354,0.7456438541412354,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,661,True,483,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,S003-Q012,1,1,0,0.6635201573371887,0.6635201573371887,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,435,False,317,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q022,bd6d22da-10ea-5784-b308-d3f5d1f57469,S003-Q018,6,6,0,0.6321638226509094,0.6321638226509094,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,443,False,316,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q026,cee54426-e3ab-5ae2-aaab-81de729e05f3,S003-Q014,15,15,0,0.6678715348243713,0.6678715348243713,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,508,False,369,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,4,4,0,0.7131409645080566,0.7131409645080566,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,454,False,338,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,S003-Q022,4,4,0,0.6760780811309814,0.6760780811309814,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,470,False,341,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,S003-Q023,3,3,0,0.7182896733283997,0.7182896733283997,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,457,False,344,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,11,11,0,0.6794820427894592,0.6794820427894592,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,442,False,331,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,19,19,0,0.6383851170539856,0.6383851170539856,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,442,False,331,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,29,29,0,0.6785324215888977,0.6785324215888977,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,675,True,505,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,S003-Q032,12,12,0,0.7145257592201233,0.7145257592201233,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,459,False,339,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,S003-Q036,10,10,0,0.5771517753601074,0.5771517753601074,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,436,False,316,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,24,24,0,0.5495500564575195,0.5495500564575195,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,618,True,455,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,8,8,0,0.5729957818984985,0.5729957818984985,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,440,False,320,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,27,27,0,0.5903053283691406,0.5903053283691406,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,673,True,504,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,3,3,0,0.7086988091468811,0.7086988091468811,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,440,False,320,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,18,18,0,0.6618845462799072,0.6618845462799072,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,667,True,495,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,30,30,0,0.5439043045043945,0.5439043045043945,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,667,True,495,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,S003-Q051,10,10,0,0.5712451934814453,0.5712451934814453,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,451,False,332,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,28,28,0,0.6044498085975647,0.6044498085975647,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,466,False,331,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,S003-Q057,13,13,0,0.5638749003410339,0.5638749003410339,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,442,False,330,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,S003-Q053,7,7,0,0.5670916438102722,0.5670916438102722,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,425,False,316,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,S003-Q058,13,13,0,0.5493208169937134,0.5493208169937134,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,446,False,326,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,S003-Q056,5,5,0,0.5161936283111572,0.5161936283111572,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,451,False,316,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,S003-Q062,19,19,0,0.47727981209754944,0.47727981209754944,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,437,False,318,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,S003-Q064,8,8,0,0.5653970837593079,0.5653970837593079,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,448,False,329,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,S003-Q067,12,12,0,0.6962371468544006,0.6962371468544006,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,444,False,328,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,36,36,0,0.6588612198829651,0.6588612198829651,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,447,False,338,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,10,10,0,0.705758273601532,0.705758273601532,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,452,False,333,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,5,5,0,0.6167514324188232,0.6167514324188232,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,461,False,330,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,42,42,0,0.5769400000572205,0.5769400000572205,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,447,False,338,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,37,37,0,0.6637557148933411,0.6637557148933411,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,478,False,339,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,53,53,0,0.6234518885612488,0.6234518885612488,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,478,False,339,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,72,72,0,0.6029131412506104,0.6029131412506104,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,467,False,334,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,25,25,0,0.6038086414337158,0.6038086414337158,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,461,False,341,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,2,2,0,0.6515400409698486,0.6515400409698486,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,467,False,334,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,S003-Q085,31,31,0,0.6007784008979797,0.6007784008979797,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,457,False,333,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,3,3,0,0.5751315951347351,0.5751315951347351,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,537,True,403,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,6,6,0,0.6001841425895691,0.6001841425895691,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,537,True,403,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,1,1,0,0.7022731900215149,0.7022731900215149,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,445,False,332,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,9,9,0,0.6740537285804749,0.6740537285804749,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,537,True,403,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,4,4,0,0.6968849301338196,0.6968849301338196,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,346,False,268,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,6,6,0,0.6160503625869751,0.6160503625869751,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,556,True,400,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,4,4,0,0.711053729057312,0.711053729057312,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,425,False,332,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,1,1,0,0.7886651754379272,0.7886651754379272,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,362,False,265,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,5,5,0,0.73273766040802,0.73273766040802,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,509,False,383,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,20,20,0,0.7236169576644897,0.7236169576644897,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,446,False,332,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,6,6,0,0.7812882661819458,0.7812882661819458,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,433,False,324,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,4,4,0,0.7411869764328003,0.7411869764328003,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,337,False,250,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,16,16,0,0.7141011357307434,0.7141011357307434,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,375,False,272,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,8,8,0,0.7328813672065735,0.7328813672065735,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,374,False,282,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,5,5,0,0.6492872834205627,0.6492872834205627,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,374,False,282,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,23,23,0,0.6022965312004089,0.6022965312004089,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,537,True,399,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,13,13,0,0.6244894862174988,0.6244894862174988,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,424,False,310,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,10,10,0,0.5554845929145813,0.5554845929145813,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,577,True,430,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,28,28,0,0.4025819003582001,0.4025819003582001,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,507,False,382,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,2,2,0,0.4720795750617981,0.4720795750617981,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,410,False,304,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,21,21,0,0.648980975151062,0.648980975151062,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,399,False,300,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,23,23,0,0.6543971300125122,0.6543971300125122,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,410,False,304,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,25,25,0,0.6502452492713928,0.6502452492713928,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,671,True,501,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,30,30,0,0.6048812866210938,0.6048812866210938,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,671,True,501,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,43,43,0,0.5802451968193054,0.5802451968193054,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,474,False,358,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,20,20,0,0.6525918245315552,0.6525918245315552,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,599,True,448,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,13,13,0,0.5954423546791077,0.5954423546791077,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,454,False,345,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,5,5,0,0.5576174855232239,0.5576174855232239,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,531,True,396,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,12,12,0,0.5248700976371765,0.5248700976371765,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,481,False,363,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,7,7,0,0.483438104391098,0.483438104391098,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,525,True,395,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,17,17,0,0.45776602625846863,0.45776602625846863,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,465,False,344,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,26,26,0,0.606772780418396,0.606772780418396,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,479,False,361,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,3,3,0,0.5919211506843567,0.5919211506843567,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,483,False,362,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,6,6,0,0.47640904784202576,0.47640904784202576,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,483,False,362,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,3,3,0,0.507548987865448,0.507548987865448,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,554,True,408,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,8,8,0,0.5138816833496094,0.5138816833496094,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,483,False,362,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,1,0,0.568739652633667,0.568739652633667,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,555,True,413,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,3,3,0,0.48215410113334656,0.48215410113334656,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,530,True,392,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,5,5,0,0.6222730875015259,0.6222730875015259,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,390,False,285,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,6,6,0,0.6439929604530334,0.6439929604530334,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,341,False,258,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,16,16,0,0.6230855584144592,0.6230855584144592,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,466,False,342,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,12,12,0,0.6088548302650452,0.6088548302650452,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,393,False,290,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,4,4,0,0.6313573122024536,0.6313573122024536,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,455,False,336,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,6,6,0,0.6515340209007263,0.6515340209007263,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,414,False,304,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,1,1,0,0.6659169793128967,0.6659169793128967,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,557,True,409,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,7,7,0,0.6524832844734192,0.6524832844734192,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,392,False,291,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,12,12,0,0.6684933304786682,0.6684933304786682,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,392,False,291,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,20,20,0,0.5528868436813354,0.5528868436813354,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,406,False,304,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,12,12,0,0.5709073543548584,0.5709073543548584,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,381,False,281,False,False,False
BGE-M3 2048 vs BGE-M3 512（长度影响）,S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,4,4,0,0.6197611093521118,0.6197611093521118,0.0,BAAI/bge-m3，max_length=512,BAAI/bge-m3，max_length=2048,626,True,459,False,False,False
