session_id,query_id,candidate,search_variant,comparison,before_gold_ranks,after_gold_ranks,transition,promoted_gold,demoted_gold,max_promotion,max_demotion
S003,S003-Q042,A1,Baseline,A1 vs Old under Baseline,"{""82bf5c46-13d0-5fb7-9826-308047a68fc7"": 12}","{""82bf5c46-13d0-5fb7-9826-308047a68fc7"": 32}",UNCHANGED_MISS,0,0,-20,20
S003,S003-Q042,A1,P2,A1 vs Old under P2,"{""82bf5c46-13d0-5fb7-9826-308047a68fc7"": 12}","{""82bf5c46-13d0-5fb7-9826-308047a68fc7"": 32}",UNCHANGED_MISS,0,0,-20,20
S003,S003-Q042,A2,Baseline,A2 vs Old under Baseline,"{""82bf5c46-13d0-5fb7-9826-308047a68fc7"": 12}","{""82bf5c46-13d0-5fb7-9826-308047a68fc7"": 35}",UNCHANGED_MISS,0,0,-23,23
S003,S003-Q042,A2,P2,A2 vs Old under P2,"{""82bf5c46-13d0-5fb7-9826-308047a68fc7"": 12}","{""82bf5c46-13d0-5fb7-9826-308047a68fc7"": 35}",UNCHANGED_MISS,0,0,-23,23
S003,S003-Q042,A3,Baseline,A3 vs Old under Baseline,"{""82bf5c46-13d0-5fb7-9826-308047a68fc7"": 12}","{""82bf5c46-13d0-5fb7-9826-308047a68fc7"": 30}",UNCHANGED_MISS,0,0,-18,18
S003,S003-Q042,A3,P2,A3 vs Old under P2,"{""82bf5c46-13d0-5fb7-9826-308047a68fc7"": 12}","{""82bf5c46-13d0-5fb7-9826-308047a68fc7"": 30}",UNCHANGED_MISS,0,0,-18,18
S003,S003-Q044,A1,Baseline,A1 vs Old under Baseline,"{""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"": 37, ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 22}","{""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"": 31, ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 25}",UNCHANGED_MISS,0,0,6,3
S003,S003-Q044,A1,P2,A1 vs Old under P2,"{""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"": 37, ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 22}","{""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"": 31, ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 25}",UNCHANGED_MISS,0,0,6,3
S003,S003-Q044,A2,Baseline,A2 vs Old under Baseline,"{""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"": 37, ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 22}","{""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"": 33, ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 21}",UNCHANGED_MISS,0,0,4,-1
S003,S003-Q044,A2,P2,A2 vs Old under P2,"{""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"": 37, ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 22}","{""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"": 33, ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 21}",UNCHANGED_MISS,0,0,4,-1
S003,S003-Q044,A3,Baseline,A3 vs Old under Baseline,"{""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"": 37, ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 22}","{""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"": 36, ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 23}",UNCHANGED_MISS,0,0,1,1
S003,S003-Q044,A3,P2,A3 vs Old under P2,"{""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"": 37, ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 22}","{""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"": 36, ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 23}",UNCHANGED_MISS,0,0,1,1
S003,S003-Q049,A1,Baseline,A1 vs Old under Baseline,"{""2316a391-e779-530b-ac2f-055182347d32"": 25}","{""2316a391-e779-530b-ac2f-055182347d32"": 2}",RESCUED,1,0,23,-23
S003,S003-Q049,A1,P2,A1 vs Old under P2,"{""2316a391-e779-530b-ac2f-055182347d32"": 24}","{""2316a391-e779-530b-ac2f-055182347d32"": 3}",RESCUED,1,0,21,-21
S003,S003-Q049,A2,Baseline,A2 vs Old under Baseline,"{""2316a391-e779-530b-ac2f-055182347d32"": 25}","{""2316a391-e779-530b-ac2f-055182347d32"": 2}",RESCUED,1,0,23,-23
S003,S003-Q049,A2,P2,A2 vs Old under P2,"{""2316a391-e779-530b-ac2f-055182347d32"": 24}","{""2316a391-e779-530b-ac2f-055182347d32"": 4}",RESCUED,1,0,20,-20
S003,S003-Q049,A3,Baseline,A3 vs Old under Baseline,"{""2316a391-e779-530b-ac2f-055182347d32"": 25}","{""2316a391-e779-530b-ac2f-055182347d32"": 14}",UNCHANGED_MISS,0,0,11,-11
S003,S003-Q049,A3,P2,A3 vs Old under P2,"{""2316a391-e779-530b-ac2f-055182347d32"": 24}","{""2316a391-e779-530b-ac2f-055182347d32"": 18}",UNCHANGED_MISS,0,0,6,-6
S003,S003-Q052,A1,Baseline,A1 vs Old under Baseline,"{""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 16, ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 36}","{""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 36, ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 17}",UNCHANGED_MISS,0,0,19,20
S003,S003-Q052,A1,P2,A1 vs Old under P2,"{""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 9, ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 36}","{""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 37, ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 11}",UNCHANGED_MISS,0,0,25,28
S003,S003-Q052,A2,Baseline,A2 vs Old under Baseline,"{""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 16, ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 36}","{""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 19, ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 38}",UNCHANGED_MISS,0,0,-2,3
S003,S003-Q052,A2,P2,A2 vs Old under P2,"{""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 9, ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 36}","{""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 17, ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 33}",UNCHANGED_MISS,0,0,3,8
S003,S003-Q052,A3,Baseline,A3 vs Old under Baseline,"{""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 16, ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 36}","{""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 30, ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 25}",UNCHANGED_MISS,0,0,11,14
S003,S003-Q052,A3,P2,A3 vs Old under P2,"{""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 9, ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 36}","{""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 10, ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 41}",UNCHANGED_MISS,0,0,-1,5
S003,S003-Q055,A1,Baseline,A1 vs Old under Baseline,"{""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 50, ""9409734e-8235-5011-8c1a-60ed15ad9024"": 8}","{""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 37, ""9409734e-8235-5011-8c1a-60ed15ad9024"": 2}",RESCUED,1,0,13,-6
S003,S003-Q055,A1,P2,A1 vs Old under P2,"{""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 50, ""9409734e-8235-5011-8c1a-60ed15ad9024"": 8}","{""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 37, ""9409734e-8235-5011-8c1a-60ed15ad9024"": 2}",RESCUED,1,0,13,-6
S003,S003-Q055,A2,Baseline,A2 vs Old under Baseline,"{""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 50, ""9409734e-8235-5011-8c1a-60ed15ad9024"": 8}","{""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 50, ""9409734e-8235-5011-8c1a-60ed15ad9024"": 6}",UNCHANGED_MISS,0,0,2,0
S003,S003-Q055,A2,P2,A2 vs Old under P2,"{""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 50, ""9409734e-8235-5011-8c1a-60ed15ad9024"": 8}","{""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 50, ""9409734e-8235-5011-8c1a-60ed15ad9024"": 6}",UNCHANGED_MISS,0,0,2,0
S003,S003-Q055,A3,Baseline,A3 vs Old under Baseline,"{""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 50, ""9409734e-8235-5011-8c1a-60ed15ad9024"": 8}","{""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 48, ""9409734e-8235-5011-8c1a-60ed15ad9024"": 8}",UNCHANGED_MISS,0,0,2,0
S003,S003-Q055,A3,P2,A3 vs Old under P2,"{""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 50, ""9409734e-8235-5011-8c1a-60ed15ad9024"": 8}","{""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 48, ""9409734e-8235-5011-8c1a-60ed15ad9024"": 8}",UNCHANGED_MISS,0,0,2,0
S003,S003-Q056,A1,Baseline,A1 vs Old under Baseline,"{""59d896c1-0734-53cf-821a-5728dd5fe548"": 25}","{""59d896c1-0734-53cf-821a-5728dd5fe548"": 39}",UNCHANGED_MISS,0,0,-14,14
S003,S003-Q056,A1,P2,A1 vs Old under P2,"{""59d896c1-0734-53cf-821a-5728dd5fe548"": 31}","{""59d896c1-0734-53cf-821a-5728dd5fe548"": 44}",UNCHANGED_MISS,0,0,-13,13
S003,S003-Q056,A2,Baseline,A2 vs Old under Baseline,"{""59d896c1-0734-53cf-821a-5728dd5fe548"": 25}","{""59d896c1-0734-53cf-821a-5728dd5fe548"": 22}",UNCHANGED_MISS,0,0,3,-3
S003,S003-Q056,A2,P2,A2 vs Old under P2,"{""59d896c1-0734-53cf-821a-5728dd5fe548"": 31}","{""59d896c1-0734-53cf-821a-5728dd5fe548"": 17}",UNCHANGED_MISS,0,0,14,-14
S003,S003-Q056,A3,Baseline,A3 vs Old under Baseline,"{""59d896c1-0734-53cf-821a-5728dd5fe548"": 25}","{""59d896c1-0734-53cf-821a-5728dd5fe548"": 43}",UNCHANGED_MISS,0,0,-18,18
S003,S003-Q056,A3,P2,A3 vs Old under P2,"{""59d896c1-0734-53cf-821a-5728dd5fe548"": 31}","{""59d896c1-0734-53cf-821a-5728dd5fe548"": 46}",UNCHANGED_MISS,0,0,-15,15
S003,S003-Q063,A1,Baseline,A1 vs Old under Baseline,"{""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"": 14}","{""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"": 26}",UNCHANGED_MISS,0,0,-12,12
S003,S003-Q063,A1,P2,A1 vs Old under P2,"{""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"": 14}","{""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"": 26}",UNCHANGED_MISS,0,0,-12,12
S003,S003-Q063,A2,Baseline,A2 vs Old under Baseline,"{""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"": 14}","{""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"": 43}",UNCHANGED_MISS,0,0,-29,29
S003,S003-Q063,A2,P2,A2 vs Old under P2,"{""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"": 14}","{""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"": 43}",UNCHANGED_MISS,0,0,-29,29
S003,S003-Q063,A3,Baseline,A3 vs Old under Baseline,"{""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"": 14}","{""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"": 19}",UNCHANGED_MISS,0,0,-5,5
S003,S003-Q063,A3,P2,A3 vs Old under P2,"{""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"": 14}","{""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"": 19}",UNCHANGED_MISS,0,0,-5,5
S003,S003-Q065,A1,Baseline,A1 vs Old under Baseline,"{""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"": 31, ""ad470150-cd72-5d94-9d96-467573c4b92b"": 33}","{""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"": 9, ""ad470150-cd72-5d94-9d96-467573c4b92b"": 17}",UNCHANGED_MISS,0,0,22,-16
S003,S003-Q065,A1,P2,A1 vs Old under P2,"{""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"": 31, ""ad470150-cd72-5d94-9d96-467573c4b92b"": 33}","{""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"": 9, ""ad470150-cd72-5d94-9d96-467573c4b92b"": 17}",UNCHANGED_MISS,0,0,22,-16
S003,S003-Q065,A2,Baseline,A2 vs Old under Baseline,"{""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"": 31, ""ad470150-cd72-5d94-9d96-467573c4b92b"": 33}","{""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"": 5, ""ad470150-cd72-5d94-9d96-467573c4b92b"": 46}",RESCUED,1,0,26,13
S003,S003-Q065,A2,P2,A2 vs Old under P2,"{""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"": 31, ""ad470150-cd72-5d94-9d96-467573c4b92b"": 33}","{""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"": 5, ""ad470150-cd72-5d94-9d96-467573c4b92b"": 46}",RESCUED,1,0,26,13
S003,S003-Q065,A3,Baseline,A3 vs Old under Baseline,"{""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"": 31, ""ad470150-cd72-5d94-9d96-467573c4b92b"": 33}","{""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"": 32, ""ad470150-cd72-5d94-9d96-467573c4b92b"": 23}",UNCHANGED_MISS,0,0,10,1
S003,S003-Q065,A3,P2,A3 vs Old under P2,"{""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"": 31, ""ad470150-cd72-5d94-9d96-467573c4b92b"": 33}","{""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"": 32, ""ad470150-cd72-5d94-9d96-467573c4b92b"": 23}",UNCHANGED_MISS,0,0,10,1
S003,S003-Q066,A1,Baseline,A1 vs Old under Baseline,"{""3e1cec0a-77e2-5463-865e-1f49b78e966c"": 6, ""e6b075df-0710-53c0-a850-a6bc715553b6"": 39}","{""3e1cec0a-77e2-5463-865e-1f49b78e966c"": 5, ""e6b075df-0710-53c0-a850-a6bc715553b6"": 23}",RESCUED,1,0,16,-1
S003,S003-Q066,A1,P2,A1 vs Old under P2,"{""3e1cec0a-77e2-5463-865e-1f49b78e966c"": 4, ""e6b075df-0710-53c0-a850-a6bc715553b6"": 40}","{""3e1cec0a-77e2-5463-865e-1f49b78e966c"": 2, ""e6b075df-0710-53c0-a850-a6bc715553b6"": 22}",UNCHANGED_HIT,0,0,18,-2
S003,S003-Q066,A2,Baseline,A2 vs Old under Baseline,"{""3e1cec0a-77e2-5463-865e-1f49b78e966c"": 6, ""e6b075df-0710-53c0-a850-a6bc715553b6"": 39}","{""3e1cec0a-77e2-5463-865e-1f49b78e966c"": 4, ""e6b075df-0710-53c0-a850-a6bc715553b6"": 20}",RESCUED,1,0,19,-2
S003,S003-Q066,A2,P2,A2 vs Old under P2,"{""3e1cec0a-77e2-5463-865e-1f49b78e966c"": 4, ""e6b075df-0710-53c0-a850-a6bc715553b6"": 40}","{""3e1cec0a-77e2-5463-865e-1f49b78e966c"": 1, ""e6b075df-0710-53c0-a850-a6bc715553b6"": 20}",UNCHANGED_HIT,0,0,20,-3
S003,S003-Q066,A3,Baseline,A3 vs Old under Baseline,"{""3e1cec0a-77e2-5463-865e-1f49b78e966c"": 6, ""e6b075df-0710-53c0-a850-a6bc715553b6"": 39}","{""3e1cec0a-77e2-5463-865e-1f49b78e966c"": 3, ""e6b075df-0710-53c0-a850-a6bc715553b6"": 12}",RESCUED,1,0,27,-3
S003,S003-Q066,A3,P2,A3 vs Old under P2,"{""3e1cec0a-77e2-5463-865e-1f49b78e966c"": 4, ""e6b075df-0710-53c0-a850-a6bc715553b6"": 40}","{""3e1cec0a-77e2-5463-865e-1f49b78e966c"": 2, ""e6b075df-0710-53c0-a850-a6bc715553b6"": 11}",UNCHANGED_HIT,0,0,29,-2
S003,S003-Q070,A1,Baseline,A1 vs Old under Baseline,"{""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"": 6}","{""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"": 12}",UNCHANGED_MISS,0,0,-6,6
S003,S003-Q070,A1,P2,A1 vs Old under P2,"{""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"": 6}","{""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"": 12}",UNCHANGED_MISS,0,0,-6,6
S003,S003-Q070,A2,Baseline,A2 vs Old under Baseline,"{""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"": 6}","{""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"": 8}",UNCHANGED_MISS,0,0,-2,2
S003,S003-Q070,A2,P2,A2 vs Old under P2,"{""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"": 6}","{""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"": 8}",UNCHANGED_MISS,0,0,-2,2
S003,S003-Q070,A3,Baseline,A3 vs Old under Baseline,"{""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"": 6}","{""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"": 2}",RESCUED,1,0,4,-4
S003,S003-Q070,A3,P2,A3 vs Old under P2,"{""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"": 6}","{""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"": 2}",RESCUED,1,0,4,-4
S003,S003-Q077,A1,Baseline,A1 vs Old under Baseline,"{""21f9ae05-f6a0-5cc5-af10-142d014dcf11"": 7, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 67, ""2fdaac5c-103c-5100-8480-7d15511a3658"": 26}","{""21f9ae05-f6a0-5cc5-af10-142d014dcf11"": 41, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 71, ""2fdaac5c-103c-5100-8480-7d15511a3658"": 25}",UNCHANGED_MISS,0,0,1,34
S003,S003-Q077,A1,P2,A1 vs Old under P2,"{""21f9ae05-f6a0-5cc5-af10-142d014dcf11"": 3, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 70, ""2fdaac5c-103c-5100-8480-7d15511a3658"": 13}","{""21f9ae05-f6a0-5cc5-af10-142d014dcf11"": 11, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 70, ""2fdaac5c-103c-5100-8480-7d15511a3658"": 17}",HURT,0,1,0,8
S003,S003-Q077,A2,Baseline,A2 vs Old under Baseline,"{""21f9ae05-f6a0-5cc5-af10-142d014dcf11"": 7, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 67, ""2fdaac5c-103c-5100-8480-7d15511a3658"": 26}","{""21f9ae05-f6a0-5cc5-af10-142d014dcf11"": 8, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 55, ""2fdaac5c-103c-5100-8480-7d15511a3658"": 45}",UNCHANGED_MISS,0,0,12,19
S003,S003-Q077,A2,P2,A2 vs Old under P2,"{""21f9ae05-f6a0-5cc5-af10-142d014dcf11"": 3, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 70, ""2fdaac5c-103c-5100-8480-7d15511a3658"": 13}","{""21f9ae05-f6a0-5cc5-af10-142d014dcf11"": 15, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 28, ""2fdaac5c-103c-5100-8480-7d15511a3658"": 46}",HURT,0,1,42,33
S003,S003-Q077,A3,Baseline,A3 vs Old under Baseline,"{""21f9ae05-f6a0-5cc5-af10-142d014dcf11"": 7, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 67, ""2fdaac5c-103c-5100-8480-7d15511a3658"": 26}","{""21f9ae05-f6a0-5cc5-af10-142d014dcf11"": 36, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 54, ""2fdaac5c-103c-5100-8480-7d15511a3658"": 14}",UNCHANGED_MISS,0,0,13,29
S003,S003-Q077,A3,P2,A3 vs Old under P2,"{""21f9ae05-f6a0-5cc5-af10-142d014dcf11"": 3, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 70, ""2fdaac5c-103c-5100-8480-7d15511a3658"": 13}","{""21f9ae05-f6a0-5cc5-af10-142d014dcf11"": 11, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 45, ""2fdaac5c-103c-5100-8480-7d15511a3658"": 10}",HURT,0,1,25,8
S003,S003-Q078,A1,Baseline,A1 vs Old under Baseline,"{""70584af0-da6d-5ee7-9e7c-ad3f962ef545"": 8, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 70}","{""70584af0-da6d-5ee7-9e7c-ad3f962ef545"": 23, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 66}",UNCHANGED_MISS,0,0,4,15
S003,S003-Q078,A1,P2,A1 vs Old under P2,"{""70584af0-da6d-5ee7-9e7c-ad3f962ef545"": 8, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 70}","{""70584af0-da6d-5ee7-9e7c-ad3f962ef545"": 23, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 66}",UNCHANGED_MISS,0,0,4,15
S003,S003-Q078,A2,Baseline,A2 vs Old under Baseline,"{""70584af0-da6d-5ee7-9e7c-ad3f962ef545"": 8, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 70}","{""70584af0-da6d-5ee7-9e7c-ad3f962ef545"": 43, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 52}",UNCHANGED_MISS,0,0,18,35
S003,S003-Q078,A2,P2,A2 vs Old under P2,"{""70584af0-da6d-5ee7-9e7c-ad3f962ef545"": 8, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 70}","{""70584af0-da6d-5ee7-9e7c-ad3f962ef545"": 43, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 52}",UNCHANGED_MISS,0,0,18,35
S003,S003-Q078,A3,Baseline,A3 vs Old under Baseline,"{""70584af0-da6d-5ee7-9e7c-ad3f962ef545"": 8, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 70}","{""70584af0-da6d-5ee7-9e7c-ad3f962ef545"": 21, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 31}",UNCHANGED_MISS,0,0,39,13
S003,S003-Q078,A3,P2,A3 vs Old under P2,"{""70584af0-da6d-5ee7-9e7c-ad3f962ef545"": 8, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 70}","{""70584af0-da6d-5ee7-9e7c-ad3f962ef545"": 21, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 31}",UNCHANGED_MISS,0,0,39,13
S003,S003-Q084,A1,Baseline,A1 vs Old under Baseline,"{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 68}","{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 14}",UNCHANGED_MISS,0,0,54,-54
S003,S003-Q084,A1,P2,A1 vs Old under P2,"{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 65}","{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 34}",UNCHANGED_MISS,0,0,31,-31
S003,S003-Q084,A2,Baseline,A2 vs Old under Baseline,"{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 68}","{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 54}",UNCHANGED_MISS,0,0,14,-14
S003,S003-Q084,A2,P2,A2 vs Old under P2,"{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 65}","{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 50}",UNCHANGED_MISS,0,0,15,-15
S003,S003-Q084,A3,Baseline,A3 vs Old under Baseline,"{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 68}","{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 54}",UNCHANGED_MISS,0,0,14,-14
S003,S003-Q084,A3,P2,A3 vs Old under P2,"{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 65}","{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 56}",UNCHANGED_MISS,0,0,9,-9
S003,S003-Q088,A1,Baseline,A1 vs Old under Baseline,"{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 75, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 22}","{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 25, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 10}",UNCHANGED_MISS,0,0,50,-12
S003,S003-Q088,A1,P2,A1 vs Old under P2,"{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 77, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 49}","{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 46, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 26}",UNCHANGED_MISS,0,0,31,-23
S003,S003-Q088,A2,Baseline,A2 vs Old under Baseline,"{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 75, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 22}","{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 61, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 10}",UNCHANGED_MISS,0,0,14,-12
S003,S003-Q088,A2,P2,A2 vs Old under P2,"{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 77, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 49}","{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 65, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 21}",UNCHANGED_MISS,0,0,28,-12
S003,S003-Q088,A3,Baseline,A3 vs Old under Baseline,"{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 75, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 22}","{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 37, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 50}",UNCHANGED_MISS,0,0,38,28
S003,S003-Q088,A3,P2,A3 vs Old under P2,"{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 77, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 49}","{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 42, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 59}",UNCHANGED_MISS,0,0,35,10
S003,S003-Q091,A1,Baseline,A1 vs Old under Baseline,"{""68d070f4-4242-579d-b5a8-83f3dc6283b3"": 27, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 4, ""ff75fe78-c1af-5b7a-a243-9648b6132a06"": 8}","{""68d070f4-4242-579d-b5a8-83f3dc6283b3"": 7, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 2, ""ff75fe78-c1af-5b7a-a243-9648b6132a06"": 11}",UNCHANGED_HIT,0,0,20,3
