variant,baseline,comparison,session_id,query_id,transition,before_gold_ranks,after_gold_ranks,promoted_gold,demoted_gold,top5_page_ids_identical
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S004,S004-Q022,UNCHANGED_HIT,"{""1404aa4a-3c7a-565e-8e67-9f834683b3b2"": 3, ""1e8809d9-9426-51b9-9e17-039093174440"": 4}","{""1404aa4a-3c7a-565e-8e67-9f834683b3b2"": 2, ""1e8809d9-9426-51b9-9e17-039093174440"": 10}",0,1,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S004,S004-Q026,RESCUED,"{""7567fc91-4210-59bc-ac74-0cc3060edc83"": 18, ""fadb48cb-a45f-5f46-8f39-e18bd7dff4f1"": 14}","{""7567fc91-4210-59bc-ac74-0cc3060edc83"": 22, ""fadb48cb-a45f-5f46-8f39-e18bd7dff4f1"": 2}",1,0,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S004,S004-Q028,UNCHANGED_MISS,"{""f642437d-2d3c-5b95-a7f6-29f2e68c0a13"": 8}","{""f642437d-2d3c-5b95-a7f6-29f2e68c0a13"": 6}",0,0,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S004,S004-Q033,HURT,"{""73b2fb55-c036-52ca-842e-cc784d317c61"": 5, ""dad4c589-bd44-5d61-917f-9435b971db4d"": 19}","{""73b2fb55-c036-52ca-842e-cc784d317c61"": 11, ""dad4c589-bd44-5d61-917f-9435b971db4d"": 27}",0,1,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S004,S004-Q035,HURT,"{""dad4c589-bd44-5d61-917f-9435b971db4d"": 3}","{""dad4c589-bd44-5d61-917f-9435b971db4d"": 25}",0,1,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S004,S004-Q039,HURT,"{""c022f180-c519-52a7-9c70-3f15928609b5"": 4, ""594016a4-b321-5143-a8c6-3923fed20111"": 21}","{""c022f180-c519-52a7-9c70-3f15928609b5"": 9, ""594016a4-b321-5143-a8c6-3923fed20111"": 27}",0,1,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S004,S004-Q042,HURT,"{""c61777d3-f94f-5655-9b6b-9d6cdc28c303"": 4}","{""c61777d3-f94f-5655-9b6b-9d6cdc28c303"": 9}",0,1,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S004,S004-Q044,UNCHANGED_MISS,"{""094486b7-1e86-5360-8005-66c6886152c2"": 40, ""682aecdf-197a-5dc6-b88d-886b08ffb500"": 28}","{""094486b7-1e86-5360-8005-66c6886152c2"": 32, ""682aecdf-197a-5dc6-b88d-886b08ffb500"": 26}",0,0,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S004,S004-Q049,RESCUED,"{""08c5243c-c754-5bb1-b020-dfbf21f542d7"": 22}","{""08c5243c-c754-5bb1-b020-dfbf21f542d7"": 3}",1,0,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S004,S004-Q052,RESCUED,"{""682aecdf-197a-5dc6-b88d-886b08ffb500"": 36, ""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"": 17}","{""682aecdf-197a-5dc6-b88d-886b08ffb500"": 2, ""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"": 37}",1,0,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S004,S004-Q055,UNCHANGED_MISS,"{""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"": 25, ""90248870-b2cb-59d2-a707-79d09f366d8a"": 33}","{""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"": 32, ""90248870-b2cb-59d2-a707-79d09f366d8a"": 8}",0,0,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S004,S004-Q056,HURT,"{""adc1eeb8-b0f8-5877-88cf-abdd23798b3a"": 3}","{""adc1eeb8-b0f8-5877-88cf-abdd23798b3a"": 17}",0,1,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S004,S004-Q063,UNCHANGED_MISS,"{""2c5547ce-bd04-536c-8b2d-e09ae5633e53"": 26}","{""2c5547ce-bd04-536c-8b2d-e09ae5633e53"": 26}",0,0,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S004,S004-Q065,HURT,"{""ca05266e-320c-5081-9d2d-f7c8689c58a9"": 12, ""28de896e-9356-58a4-a8c5-c3efe7770f57"": 2}","{""ca05266e-320c-5081-9d2d-f7c8689c58a9"": 54, ""28de896e-9356-58a4-a8c5-c3efe7770f57"": 31}",0,1,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S004,S004-Q066,UNCHANGED_MISS,"{""52990abe-a81c-5937-b506-8a88315cc3c0"": 15, ""57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a"": 22}","{""52990abe-a81c-5937-b506-8a88315cc3c0"": 17, ""57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a"": 26}",0,0,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S004,S004-Q070,HURT,"{""2e530daf-4b7a-5b20-9fe7-9c23daee4af6"": 4}","{""2e530daf-4b7a-5b20-9fe7-9c23daee4af6"": 33}",0,1,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S005,S005-Q007,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 2}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 2}",0,0,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S005,S005-Q011,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 7, ""9c806b54-004f-57bf-8755-c4a0eebd929e"": 2}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 6, ""9c806b54-004f-57bf-8755-c4a0eebd929e"": 2}",0,0,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S005,S005-Q013,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 9, ""6e436632-8d73-58b8-a746-7cbc36ffe10f"": 1}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 9, ""6e436632-8d73-58b8-a746-7cbc36ffe10f"": 4}",0,0,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S005,S005-Q014,UNCHANGED_HIT,"{""c64751d6-21c8-5c09-87da-48f940293661"": 4}","{""c64751d6-21c8-5c09-87da-48f940293661"": 5}",0,0,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S005,S005-Q021,HURT,"{""5095d8f5-e975-5011-976e-e587c31560f2"": 4}","{""5095d8f5-e975-5011-976e-e587c31560f2"": 16}",0,1,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S005,S005-Q022,RESCUED,"{""bcb24496-086a-528b-a09e-86bae79fa560"": 11, ""c16509f9-dd00-5e11-9acf-ecc8f08ad424"": 14}","{""bcb24496-086a-528b-a09e-86bae79fa560"": 3, ""c16509f9-dd00-5e11-9acf-ecc8f08ad424"": 14}",1,0,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S005,S005-Q026,HURT,"{""87d6b0ff-8b24-5176-ba24-dbc110c6e1d5"": 5, ""daf8b285-37ac-5e07-a640-74fc9322fe21"": 10}","{""87d6b0ff-8b24-5176-ba24-dbc110c6e1d5"": 16, ""daf8b285-37ac-5e07-a640-74fc9322fe21"": 20}",0,1,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S005,S005-Q028,UNCHANGED_MISS,"{""102b7fa7-9564-5e73-98e7-41fde776fa99"": 13}","{""102b7fa7-9564-5e73-98e7-41fde776fa99"": 24}",0,0,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S005,S005-Q033,HURT,"{""407824ab-fd2c-5a7b-ac60-4e9d2ed5311e"": 1, ""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 2}","{""407824ab-fd2c-5a7b-ac60-4e9d2ed5311e"": 19, ""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 14}",0,2,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S005,S005-Q035,HURT,"{""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 5}","{""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 13}",0,1,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S005,S005-Q039,UNCHANGED_MISS,"{""e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326"": 21, ""a9136ff5-7fca-58fe-8907-08b361042647"": 9}","{""e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326"": 28, ""a9136ff5-7fca-58fe-8907-08b361042647"": 8}",0,0,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S005,S005-Q042,UNCHANGED_MISS,"{""19b9c9f1-754d-5322-831d-a2b5bbc632f9"": 18}","{""19b9c9f1-754d-5322-831d-a2b5bbc632f9"": 7}",0,0,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S005,S005-Q044,HURT,"{""53a0c2bd-e2e0-5a10-8976-c6a159c1cd78"": 16, ""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 1}","{""53a0c2bd-e2e0-5a10-8976-c6a159c1cd78"": 32, ""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 27}",0,1,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S005,S005-Q049,UNCHANGED_HIT,"{""d0b649b9-d683-5ad9-a5a6-64c75b0bc996"": 1}","{""d0b649b9-d683-5ad9-a5a6-64c75b0bc996"": 3}",0,0,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S005,S005-Q052,UNCHANGED_HIT,"{""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 1, ""c50cce28-4618-514d-bc83-20a57b6f5562"": 26}","{""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 3, ""c50cce28-4618-514d-bc83-20a57b6f5562"": 40}",0,0,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S005,S005-Q055,UNCHANGED_MISS,"{""c50cce28-4618-514d-bc83-20a57b6f5562"": 24, ""cc845b3c-bd6e-511e-8bf1-44f5e08cf54a"": 7}","{""c50cce28-4618-514d-bc83-20a57b6f5562"": 18, ""cc845b3c-bd6e-511e-8bf1-44f5e08cf54a"": 8}",0,0,False
V2-Field-Rerank,C3,V2-Field-Rerank vs C3,S005,S005-Q056,UNCHANGED_MISS,"{""749bba84-be69-55e2-98a1-a9617e473fb0"": 17}","{""749bba84-be69-55e2-98a1-a9617e473fb0"": 16}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S001,S001-Q007,UNCHANGED_HIT,"{""2631e802-75be-5089-9418-baece6a717cf"": 3}","{""2631e802-75be-5089-9418-baece6a717cf"": 3}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S001,S001-Q011,UNCHANGED_HIT,"{""2631e802-75be-5089-9418-baece6a717cf"": 5, ""dc12b285-c21d-5cfe-84a2-d016fce5ffe6"": 3}","{""2631e802-75be-5089-9418-baece6a717cf"": 4, ""dc12b285-c21d-5cfe-84a2-d016fce5ffe6"": 6}",0,1,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S001,S001-Q013,HURT,"{""2631e802-75be-5089-9418-baece6a717cf"": 9, ""9b4b60a1-f0f9-5368-b4ce-b441752321bb"": 3}","{""2631e802-75be-5089-9418-baece6a717cf"": 8, ""9b4b60a1-f0f9-5368-b4ce-b441752321bb"": 6}",0,1,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S001,S001-Q014,UNCHANGED_HIT,"{""f99dbe58-f286-568d-b1fe-f1ebe59c0e0a"": 2}","{""f99dbe58-f286-568d-b1fe-f1ebe59c0e0a"": 3}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S001,S001-Q021,UNCHANGED_MISS,"{""f1228bac-12d1-520f-9787-52a8cdcd49db"": 13}","{""f1228bac-12d1-520f-9787-52a8cdcd49db"": 8}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S001,S001-Q022,UNCHANGED_MISS,"{""34fa3574-894f-575c-b9b0-0a183473746e"": 8, ""55e7e466-3b1c-5014-85fc-2a14618ce254"": 9}","{""34fa3574-894f-575c-b9b0-0a183473746e"": 12, ""55e7e466-3b1c-5014-85fc-2a14618ce254"": 18}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S001,S001-Q026,RESCUED,"{""289ba3d6-8b24-5c77-8df9-7af211ee1007"": 8, ""88e975b7-0f5a-5f5c-98ce-e461dcab93b8"": 17}","{""289ba3d6-8b24-5c77-8df9-7af211ee1007"": 13, ""88e975b7-0f5a-5f5c-98ce-e461dcab93b8"": 5}",1,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S001,S001-Q028,RESCUED,"{""44777fdf-abd5-5570-b0aa-8e3f1cb44000"": 8}","{""44777fdf-abd5-5570-b0aa-8e3f1cb44000"": 3}",1,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S001,S001-Q033,HURT,"{""d5c03971-3795-5256-a75f-b3921d61a92d"": 5, ""b4497adc-7393-57c0-8917-ce3372fbd151"": 23}","{""d5c03971-3795-5256-a75f-b3921d61a92d"": 23, ""b4497adc-7393-57c0-8917-ce3372fbd151"": 7}",0,1,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S001,S001-Q035,UNCHANGED_MISS,"{""b4497adc-7393-57c0-8917-ce3372fbd151"": 23}","{""b4497adc-7393-57c0-8917-ce3372fbd151"": 11}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S001,S001-Q039,RESCUED,"{""31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62"": 18, ""c107828c-a741-55f6-8e0c-446cfbdba215"": 21}","{""31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62"": 14, ""c107828c-a741-55f6-8e0c-446cfbdba215"": 2}",1,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S001,S001-Q042,UNCHANGED_MISS,"{""0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc"": 33}","{""0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc"": 30}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S001,S001-Q044,UNCHANGED_HIT,"{""32b5d492-2df9-5ed9-ac46-caca5c87097c"": 1, ""4054aab2-0aa7-5019-b341-077265511add"": 24}","{""32b5d492-2df9-5ed9-ac46-caca5c87097c"": 1, ""4054aab2-0aa7-5019-b341-077265511add"": 26}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S001,S001-Q049,HURT,"{""de592e81-e050-536b-8909-32866c85f6c2"": 5}","{""de592e81-e050-536b-8909-32866c85f6c2"": 7}",0,1,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q007,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 1}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 3}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q011,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 6, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 3}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 7, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 2}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q013,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 1}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q014,UNCHANGED_HIT,"{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 5}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 1}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q021,UNCHANGED_MISS,"{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 16}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 11}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q022,HURT,"{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 4, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 7}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 15, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 13}",0,1,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q026,UNCHANGED_MISS,"{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 7, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 11}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 6, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 22}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q028,UNCHANGED_MISS,"{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 8}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 18}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q033,RESCUED,"{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 24, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 12}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 4, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 28}",1,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q035,UNCHANGED_MISS,"{""893b3ae9-1f94-5436-8c6d-54e200693867"": 21}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 30}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q039,UNCHANGED_HIT,"{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 24, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 3}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 15, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 3}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q042,RESCUED,"{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 12}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 5}",1,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q044,UNCHANGED_MISS,"{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 21, ""647fce0c-6320-5a98-819d-50dff3300582"": 37}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 28, ""647fce0c-6320-5a98-819d-50dff3300582"": 15}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q049,HURT,"{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 2}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 18}",0,1,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q052,UNCHANGED_HIT,"{""647fce0c-6320-5a98-819d-50dff3300582"": 1, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 20}","{""647fce0c-6320-5a98-819d-50dff3300582"": 1, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 22}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q055,UNCHANGED_MISS,"{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 8, ""2e583969-bc65-5074-a7fe-0424438cd092"": 25}","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 21, ""2e583969-bc65-5074-a7fe-0424438cd092"": 9}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q056,UNCHANGED_MISS,"{""e40ec65e-2907-515a-b1dd-3bec39109106"": 33}","{""e40ec65e-2907-515a-b1dd-3bec39109106"": 16}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q063,UNCHANGED_MISS,"{""3549589e-05fe-5631-9385-5379f8dd4396"": 20}","{""3549589e-05fe-5631-9385-5379f8dd4396"": 24}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q065,HURT,"{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 2, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 10}","{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 8, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 9}",0,1,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q066,UNCHANGED_HIT,"{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 2}","{""166328f1-a89c-5b18-8a53-02ac909e0849"": 2, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 29}",0,1,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S002,S002-Q070,UNCHANGED_MISS,"{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 33}","{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 11}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q007,UNCHANGED_HIT,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 2}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 2}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q011,UNCHANGED_HIT,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 1, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 7}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 2, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 3}",1,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q013,UNCHANGED_HIT,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 3, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 5}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 4, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 9}",0,1,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q014,UNCHANGED_HIT,"{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 1}","{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 1}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q021,HURT,"{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 5}","{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 7}",0,1,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q022,UNCHANGED_HIT,"{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 1, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 3}","{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 3, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 2}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q026,UNCHANGED_MISS,"{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 8, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 18}","{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 13, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 11}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q028,RESCUED,"{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 12}","{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 3}",1,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q033,UNCHANGED_HIT,"{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 3, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 26}","{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 1, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 27}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q035,UNCHANGED_MISS,"{""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 22}","{""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 27}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q039,HURT,"{""4ed05884-3478-5a91-a63f-3067fd41956d"": 5, ""c94687e6-820c-5c03-a774-40d03e0f70be"": 26}","{""4ed05884-3478-5a91-a63f-3067fd41956d"": 16, ""c94687e6-820c-5c03-a774-40d03e0f70be"": 31}",0,1,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q042,HURT,"{""82bf5c46-13d0-5fb7-9826-308047a68fc7"": 4}","{""82bf5c46-13d0-5fb7-9826-308047a68fc7"": 16}",0,1,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q044,UNCHANGED_MISS,"{""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"": 26, ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 33}","{""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"": 26, ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 10}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q049,RESCUED,"{""2316a391-e779-530b-ac2f-055182347d32"": 16}","{""2316a391-e779-530b-ac2f-055182347d32"": 1}",1,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q052,HURT,"{""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 2, ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 4}","{""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 13, ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 31}",0,2,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q055,HURT,"{""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 20, ""9409734e-8235-5011-8c1a-60ed15ad9024"": 1}","{""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 38, ""9409734e-8235-5011-8c1a-60ed15ad9024"": 12}",0,1,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q056,RESCUED,"{""59d896c1-0734-53cf-821a-5728dd5fe548"": 14}","{""59d896c1-0734-53cf-821a-5728dd5fe548"": 1}",1,0,False
