comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,25,24,1,0.5946385264396667,0.5937093496322632,-0.0009291768074035645
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,4,5,-1,0.5500380992889404,0.5364928841590881,-0.013545215129852295
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,46,47,-1,0.48984774947166443,0.482970654964447,-0.006877094507217407
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,31,30,1,0.6424535512924194,0.6417790651321411,-0.0006744861602783203
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,15,12,3,0.607957661151886,0.6042231917381287,-0.0037344694137573242
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,51,48,3,0.568099319934845,0.5702548027038574,0.002155482769012451
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,14,22,-8,0.5459685921669006,0.5237754583358765,-0.02219313383102417
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,6,3,3,0.5601208806037903,0.5488320589065552,-0.011288821697235107
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,S003-Q085,16,23,-7,0.544380247592926,0.5221955180168152,-0.02218472957611084
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,3,3,0,0.35100364685058594,0.35100364685058594,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,7,7,0,0.5022115111351013,0.5022115111351013,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,1,1,0,0.648440957069397,0.6210789084434509,-0.027362048625946045
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,8,8,0,0.593585193157196,0.593585193157196,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,2,5,-3,0.6386603116989136,0.6157102584838867,-0.022950053215026855
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,3,2,1,0.5244457125663757,0.5244457125663757,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,11,11,0,0.7005733847618103,0.6970088481903076,-0.0035645365715026855
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,3,3,0,0.7100478410720825,0.7119752168655396,0.0019273757934570312
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,4,4,0,0.7040732502937317,0.7066170573234558,0.002543807029724121
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,18,18,0,0.7286844849586487,0.7261838316917419,-0.0025006532669067383
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,11,14,-3,0.7463452219963074,0.7453212141990662,-0.001024007797241211
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,5,8,-3,0.7984635233879089,0.7841389775276184,-0.014324545860290527
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,10,5,5,0.6316930651664734,0.6531623601913452,0.021469295024871826
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,21,19,2,0.598590612411499,0.60422682762146,0.0056362152099609375
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,2,3,-1,0.5567249059677124,0.5494986772537231,-0.007226228713989258
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,3,4,-1,0.5578400492668152,0.5578400492668152,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,17,21,-4,0.5085967183113098,0.489423006772995,-0.01917371153831482
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,5,4,1,0.5434472560882568,0.5434472560882568,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,40,40,0,0.3013422191143036,0.30329322814941406,0.0019510090351104736
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,23,28,-5,0.35981953144073486,0.3380138576030731,-0.021805673837661743
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,20,22,-2,0.5512422919273376,0.5372671484947205,-0.013975143432617188
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,30,36,-6,0.5859308838844299,0.5712360143661499,-0.01469486951828003
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,18,17,1,0.6142544746398926,0.6142544746398926,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,32,25,7,0.5234483480453491,0.5234483480453491,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,27,33,-6,0.5338477492332458,0.5125783085823059,-0.02126944065093994
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,4,3,1,0.6123521327972412,0.6123521327972412,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,22,26,-4,0.4808715581893921,0.4568561911582947,-0.024015367031097412
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,16,12,4,0.4582591652870178,0.4582591652870178,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,3,2,1,0.48995256423950195,0.47814619541168213,-0.011806368827819824
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,20,15,5,0.42474165558815,0.42474165558815,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,16,22,-6,0.43446749448776245,0.41263967752456665,-0.0218278169631958
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,3,4,-1,0.5354089736938477,0.5201765894889832,-0.015232384204864502
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,2,2,0,0.49285173416137695,0.4894738793373108,-0.003377854824066162
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,7,0,0.40867164731025696,0.4091431200504303,0.00047147274017333984
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,3,2,1,0.4483288526535034,0.4483288526535034,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,9,0,0.4297173023223877,0.4276643693447113,-0.0020529329776763916
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,1,0,0.4773827791213989,0.4773827791213989,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,4,4,0,0.42706114053726196,0.42706114053726196,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,4,4,0,0.5450412034988403,0.5493555665016174,0.0043143630027771
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,8,11,-3,0.5777299404144287,0.5612436532974243,-0.016486287117004395
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,15,14,1,0.5287418961524963,0.5384949445724487,0.009753048419952393
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,5,5,0,0.6156683564186096,0.6158711314201355,0.0002027750015258789
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,9,10,-1,0.5872442722320557,0.5733019709587097,-0.013942301273345947
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,12,13,-1,0.5519976615905762,0.5440734028816223,-0.007924258708953857
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,1,1,0,0.6653862595558167,0.6653862595558167,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,2,2,0,0.6538065075874329,0.6522879004478455,-0.0015186071395874023
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,7,5,2,0.6073033213615417,0.6095507144927979,0.0022473931312561035
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,23,21,2,0.44994932413101196,0.46689894795417786,0.016949623823165894
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,8,9,-1,0.5137383937835693,0.5086044073104858,-0.005133986473083496
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,17,18,-1,0.5557105541229248,0.5557105541229248,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,16,16,0,0.5743467211723328,0.5743467211723328,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,1,0,0.650495707988739,0.650495707988739,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,2,1,1,0.6160860061645508,0.6233232617378235,0.007237255573272705
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,2,1,1,0.6313807368278503,0.6313807368278503,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,30,26,4,0.5303848385810852,0.5303848385810852,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,23,24,-1,0.5050852298736572,0.5050852298736572,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,3,7,-4,0.5720807909965515,0.5447832942008972,-0.027297496795654297
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,18,17,1,0.5247721672058105,0.5247721672058105,0.0
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q007,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,3,3,0,0.3981127440929413,0.428148090839386,0.030035346746444702
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q011,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,6,4,2,0.44235309958457947,0.466714084148407,0.024360984563827515
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q011,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,S001-Q007,1,1,0,0.49538174271583557,0.5079617500305176,0.012580007314682007
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,9,6,3,0.5098980665206909,0.5258427858352661,0.015944719314575195
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,4,5,-1,0.5895031094551086,0.5786083340644836,-0.010894775390625
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,1,3,-2,0.6581516265869141,0.6154555082321167,-0.04269611835479736
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,6,7,-1,0.6138919591903687,0.6190251111984253,0.005133152008056641
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,17,13,4,0.5139644742012024,0.5578075647354126,0.043843090534210205
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,8,11,-3,0.5447419285774231,0.5649251937866211,0.020183265209197998
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,17,3,14,0.5155840516090393,0.6154380440711975,0.0998539924621582
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,11,12,-1,0.5475163459777832,0.544538140296936,-0.002978205680847168
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,3,3,0,0.47412174940109253,0.4967461824417114,0.022624433040618896
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,1,2,-1,0.5790305137634277,0.5816625952720642,0.0026320815086364746
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,22,24,-2,0.473826140165329,0.4725983738899231,-0.0012277662754058838
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,27,23,4,0.3680773973464966,0.39940428733825684,0.031326889991760254
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,2,1,1,0.480811208486557,0.520713210105896,0.03990200161933899
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,11,13,-2,0.4457177221775055,0.4627559781074524,0.0170382559299469
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,6,7,-1,0.5146355032920837,0.516326904296875,0.0016914010047912598
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,13,4,9,0.3700389564037323,0.41738826036453247,0.04734930396080017
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,29,6,23,0.32037386298179626,0.41101235151290894,0.09063848853111267
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,7,11,-4,0.578639566898346,0.6024776697158813,0.0238381028175354
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,3,3,0,0.34298837184906006,0.37535619735717773,0.032367825508117676
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,6,7,-1,0.3413403332233429,0.35073208808898926,0.009391754865646362
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,3,5,-2,0.37575939297676086,0.3698793947696686,-0.005879998207092285
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,9,9,0,0.32812708616256714,0.3458166718482971,0.01768958568572998
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,5,5,0,0.3842492699623108,0.3781711459159851,-0.006078124046325684
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,2,6,-4,0.5023150444030762,0.47782114148139954,-0.024493902921676636
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,13,15,-2,0.6465377807617188,0.6479976177215576,0.0014598369598388672
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,5,11,-6,0.7392288446426392,0.7154013514518738,-0.02382749319076538
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,10,7,3,0.716547966003418,0.7325950860977173,0.016047120094299316
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,5,8,-3,0.6946507096290588,0.6824973225593567,-0.012153387069702148
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,6,10,-4,0.6944811344146729,0.6791412234306335,-0.015339910984039307
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,1,2,-1,0.7604641318321228,0.7513960599899292,-0.009068071842193604
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,7,2,5,0.7178303003311157,0.7454124689102173,0.027582168579101562
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,18,11,7,0.6920939683914185,0.7210525870323181,0.028958618640899658
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,13,11,2,0.7089992165565491,0.7214906811714172,0.012491464614868164
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,20,13,7,0.670292317867279,0.6772738099098206,0.006981492042541504
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,1,2,-1,0.7399280667304993,0.7298577427864075,-0.010070323944091797
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,8,12,-4,0.7203973531723022,0.6979053020477295,-0.022492051124572754
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,40,39,1,0.5999258160591125,0.6558573842048645,0.05593156814575195
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,8,4,4,0.7159684896469116,0.7309869527816772,0.015018463134765625
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,5,4,1,0.6782107353210449,0.67808997631073,-0.0001207590103149414
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,4,1,3,0.5293612480163574,0.6072694063186646,0.07790815830230713
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,2,15,-13,0.5401365160942078,0.4818408787250519,-0.058295637369155884
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,3,16,-13,0.5129621028900146,0.492669016122818,-0.020293086767196655
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,14,12,2,0.48240727186203003,0.5007023811340332,0.018295109272003174
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,S002-Q050,36,36,0,0.32679107785224915,0.33248934149742126,0.005698263645172119
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,S002-Q057,21,11,10,0.589687705039978,0.6479683518409729,0.05828064680099487
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,S002-Q053,4,1,3,0.6045119762420654,0.650933027267456,0.046421051025390625
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,S002-Q058,21,6,15,0.5474259257316589,0.6310549378395081,0.08362901210784912
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,S002-Q056,2,1,1,0.589398980140686,0.6374316811561584,0.04803270101547241
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,S002-Q062,16,11,5,0.5096244812011719,0.5550165176391602,0.04539203643798828
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,S002-Q064,38,11,27,0.387101948261261,0.4726150631904602,0.08551311492919922
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q007,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,1,2,-1,0.379559189081192,0.3476473391056061,-0.03191184997558594
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q011,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,3,4,-1,0.48598748445510864,0.4727919101715088,-0.013195574283599854
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q011,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,S003-Q007,2,1,1,0.4898799657821655,0.494103342294693,0.004223376512527466
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,4,6,-2,0.5126270651817322,0.49814823269844055,-0.014478832483291626
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q013,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,2,5,-3,0.5747253894805908,0.5069320797920227,-0.06779330968856812
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,S003-Q008,1,1,0,0.53214430809021,0.6167545914649963,0.08461028337478638
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q021,1b59ffe6-5fba-511e-b39a-6529e998d6ca,S003-Q015,16,7,9,0.5904460549354553,0.6651113629341125,0.07466530799865723
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,S003-Q012,2,1,1,0.5966485142707825,0.6499589681625366,0.05331045389175415
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q022,bd6d22da-10ea-5784-b308-d3f5d1f57469,S003-Q018,4,3,1,0.5688185691833496,0.6119412183761597,0.04312264919281006
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q026,cee54426-e3ab-5ae2-aaab-81de729e05f3,S003-Q014,22,15,7,0.5070880055427551,0.5855612754821777,0.07847326993942261
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,12,7,5,0.5923358201980591,0.6343926787376404,0.0420568585395813
