session_id,query_id,original_query,gold_page_ids,baseline_hit5,baseline_gold_ranks,baseline_gold_scores,P0_resolved_query,P0_actual_embedding_text,P0_changed,P0_hit5,P0_transition,P0_gold_ranks,P0_gold_scores,P0_added_canonical_content,P0_reference_required,P0_context_supported_but_not_required,P0_unsupported,P1_resolved_query,P1_actual_embedding_text,P1_changed,P1_hit5,P1_transition,P1_gold_ranks,P1_gold_scores,P1_added_canonical_content,P1_reference_required,P1_context_supported_but_not_required,P1_unsupported,P2_resolved_query,P2_actual_embedding_text,P2_changed,P2_hit5,P2_transition,P2_gold_ranks,P2_gold_scores,P2_added_canonical_content,P2_reference_required,P2_context_supported_but_not_required,P2_unsupported,P3_resolved_query,P3_actual_embedding_text,P3_changed,P3_hit5,P3_transition,P3_gold_ranks,P3_gold_scores,P3_added_canonical_content,P3_reference_required,P3_context_supported_but_not_required,P3_unsupported
S001,S001-Q039,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答。,"[""31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62"", ""c107828c-a741-55f6-8e0c-446cfbdba215""]",True,"[3, 11]","[0.49549949169158936, 0.4700566232204437]",如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答。,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答。,False,True,UNCHANGED_HIT,"[3, 11]","[0.49549949169158936, 0.4700566232204437]",0,0,0,0,如果要向管理层追问，前面的总资产和归母股东权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答。,如果要向管理层追问，前面的总资产和归母股东权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答。,True,True,UNCHANGED_HIT,"[7, 5]","[0.5278671979904175, 0.5357486009597778]",3,3,0,0,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答。,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答。,False,True,UNCHANGED_HIT,"[3, 11]","[0.49549949169158936, 0.4700566232204437]",0,0,0,0,如果要向管理层追问，前面的总资产与归母股东权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答。,如果要向管理层追问，前面的总资产与归母股东权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答。,True,True,UNCHANGED_HIT,"[7, 4]","[0.5301027297973633, 0.5455446839332581]",3,3,0,0
S001,S001-Q042,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；把结论写得可以回到公开来源复算。,"[""0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc""]",False,[6],[0.524163007736206],刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；把结论写得可以回到公开来源复算。,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；把结论写得可以回到公开来源复算。,False,False,UNCHANGED_MISS,[6],[0.524163007736206],0,0,0,0,刚才确认了来源，再检查2023—2025三年比较数是否存在单位、主体或重述口径差异；把结论写得可以回到公开来源复算。,刚才确认了来源，再检查2023—2025三年比较数是否存在单位、主体或重述口径差异；把结论写得可以回到公开来源复算。,True,True,RESCUED,[3],[0.6036152839660645],2,0,2,0,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；把结论写得可以回到公开来源复算。,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；把结论写得可以回到公开来源复算。,False,False,UNCHANGED_MISS,[6],[0.524163007736206],0,0,0,0,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；把结论写得可以回到公开来源复算。,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；把结论写得可以回到公开来源复算。,False,False,UNCHANGED_MISS,[6],[0.524163007736206],0,0,0,0
S001,S001-Q044,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把口径限制放在结论里，不要另作假设。,"[""32b5d492-2df9-5ed9-ac46-caca5c87097c"", ""4054aab2-0aa7-5019-b341-077265511add""]",False,"[15, 29]","[0.38481488823890686, 0.335262268781662]",刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把口径限制放在结论里，不要另作假设。,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把口径限制放在结论里，不要另作假设。,False,False,UNCHANGED_MISS,"[15, 29]","[0.38481488823890686, 0.335262268781662]",0,0,0,0,刚才的三层证据（原始披露、派生计算、分析判断）中，哪些措辞已经超过事实本身能够支持的强度；把口径限制放在结论里，不要另作假设。,刚才的三层证据（原始披露、派生计算、分析判断）中，哪些措辞已经超过事实本身能够支持的强度；把口径限制放在结论里，不要另作假设。,True,False,UNCHANGED_MISS,"[22, 28]","[0.37486496567726135, 0.3608279228210449]",3,3,0,0,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把口径限制放在结论里，不要另作假设。,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把口径限制放在结论里，不要另作假设。,False,False,UNCHANGED_MISS,"[15, 29]","[0.38481488823890686, 0.335262268781662]",0,0,0,0,刚才关于营业收入与归母股东权益的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把口径限制放在结论里，不要另作假设。,刚才关于营业收入与归母股东权益的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把口径限制放在结论里，不要另作假设。,True,False,UNCHANGED_MISS,"[15, 32]","[0.5068020224571228, 0.46352389454841614]",3,0,3,0
S001,S001-Q049,如果把刚才的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；别只复述数字，要说明它和上一问的关系。,"[""de592e81-e050-536b-8909-32866c85f6c2""]",False,[13],[0.4355660080909729],如果把刚才的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；别只复述数字，要说明它和上一问的关系。,如果把刚才的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；别只复述数字，要说明它和上一问的关系。,False,False,UNCHANGED_MISS,[13],[0.4355660080909729],0,0,0,0,如果把刚才的风险点（归母净利润呈先升后降、总资产呈连续上升）交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；别只复述数字，要说明它和上一问（反证检验）的关系。,如果把刚才的风险点（归母净利润呈先升后降、总资产呈连续上升）交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；别只复述数字，要说明它和上一问（反证检验）的关系。,True,False,UNCHANGED_MISS,[10],[0.5736048817634583],5,2,3,0,如果把刚才的风险点（归母净利润呈先升后降，总资产呈连续上升）交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；别只复述数字，要说明它和上一问（反证检验）的关系。,如果把刚才的风险点（归母净利润呈先升后降，总资产呈连续上升）交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；别只复述数字，要说明它和上一问（反证检验）的关系。,True,False,UNCHANGED_MISS,[11],[0.5786396265029907],5,2,3,0,如果把刚才归母净利润先升后降与总资产连续上升之间的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；别只复述数字，要说明它和上一问的关系。,如果把刚才归母净利润先升后降与总资产连续上升之间的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；别只复述数字，要说明它和上一问的关系。,True,False,UNCHANGED_MISS,[12],[0.5687574148178101],5,2,3,0
S002,S002-Q007,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；请把两段同比分开，不要合成一个趋势词。,"[""f70d87dd-c4b9-59de-a761-869308b1818b""]",True,[3],[0.33832457661628723],既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；请把两段同比分开，不要合成一个趋势词。,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；请把两段同比分开，不要合成一个趋势词。,False,True,UNCHANGED_HIT,[3],[0.3383246064186096],0,0,0,0,既然归母净利润与扣非归母净利润的利润口径已经拆开，经营现金流是否支持刚才关于营业收入与归母净利润先升后降的盈利质量判断；请把经营现金流的2024/2023与2025/2024两段同比分开，不要合成一个趋势词。,既然归母净利润与扣非归母净利润的利润口径已经拆开，经营现金流是否支持刚才关于营业收入与归母净利润先升后降的盈利质量判断；请把经营现金流的2024/2023与2025/2024两段同比分开，不要合成一个趋势词。,True,True,UNCHANGED_HIT,[2],[0.5006798505783081],9,1,8,0,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；请把两段同比分开，不要合成一个趋势词。,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；请把两段同比分开，不要合成一个趋势词。,False,True,UNCHANGED_HIT,[3],[0.3383246064186096],0,0,0,0,既然归母净利润与扣非归母净利润的利润口径已经拆开，经营现金流是否支持刚才关于盈利质量的判断；请把两段同比分开，不要合成一个趋势词。,既然归母净利润与扣非归母净利润的利润口径已经拆开，经营现金流是否支持刚才关于盈利质量的判断；请把两段同比分开，不要合成一个趋势词。,True,True,UNCHANGED_HIT,[3],[0.37858542799949646],3,0,3,0
S002,S002-Q011,前面的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露。,"[""f70d87dd-c4b9-59de-a761-869308b1818b"", ""03c3981b-3b09-56ca-a545-043c8ff0d240""]",True,"[6, 3]","[0.3450709879398346, 0.3914191424846649]",前面的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露。,前面的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露。,False,True,UNCHANGED_HIT,"[6, 3]","[0.3450709879398346, 0.3914192020893097]",0,0,0,0,前面的结论（营业收入呈先升后降、归母净利润呈先升后降、总资产呈连续上升、归母股东权益呈连续上升）先不往下延伸，接下来逐项确认它们能否追溯到公开披露。,前面的结论（营业收入呈先升后降、归母净利润呈先升后降、总资产呈连续上升、归母股东权益呈连续上升）先不往下延伸，接下来逐项确认它们能否追溯到公开披露。,True,True,UNCHANGED_HIT,"[6, 3]","[0.5323923826217651, 0.6077459454536438]",6,3,3,0,前面的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露。,前面的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露。,False,True,UNCHANGED_HIT,"[6, 3]","[0.3450709879398346, 0.3914192020893097]",0,0,0,0,前面的营业收入先升后降与归母净利润先升后降的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露。,前面的营业收入先升后降与归母净利润先升后降的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露。,True,True,UNCHANGED_HIT,"[6, 2]","[0.4755066931247711, 0.5675866007804871]",4,4,0,0
S002,S002-Q013,沿着上一轮的口径检查，把原始披露、派生计算和分析判断分开写清楚；请从当前岗位最关心的证据开始回答。,"[""f70d87dd-c4b9-59de-a761-869308b1818b"", ""a6c0000c-f234-59a1-b6e5-1283680d9b77""]",True,"[9, 5]","[0.33159926533699036, 0.4067200720310211]",沿着上一轮的口径检查，把原始披露、派生计算和分析判断分开写清楚；请从当前岗位最关心的证据开始回答。,沿着上一轮的口径检查，把原始披露、派生计算和分析判断分开写清楚；请从当前岗位最关心的证据开始回答。,False,True,UNCHANGED_HIT,"[9, 5]","[0.3315993845462799, 0.4067201614379883]",0,0,0,0,沿着上一轮关于三年比较数单位、主体或重述口径差异检查的口径检查，把原始披露、派生计算和分析判断分开写清楚；请从当前岗位最关心的证据开始回答。,沿着上一轮关于三年比较数单位、主体或重述口径差异检查的口径检查，把原始披露、派生计算和分析判断分开写清楚；请从当前岗位最关心的证据开始回答。,True,True,UNCHANGED_HIT,"[9, 4]","[0.3979461193084717, 0.4623442590236664]",2,0,2,0,沿着上一轮的口径检查，把原始披露、派生计算和分析判断分开写清楚；请从当前岗位最关心的证据开始回答。,沿着上一轮的口径检查，把原始披露、派生计算和分析判断分开写清楚；请从当前岗位最关心的证据开始回答。,False,True,UNCHANGED_HIT,"[9, 5]","[0.3315993845462799, 0.4067201614379883]",0,0,0,0,沿着上一轮关于单位、主体或重述口径差异的检查，把原始披露、派生计算和分析判断分开写清楚；请从当前岗位最关心的证据开始回答。,沿着上一轮关于单位、主体或重述口径差异的检查，把原始披露、派生计算和分析判断分开写清楚；请从当前岗位最关心的证据开始回答。,True,False,HURT,"[9, 6]","[0.35221734642982483, 0.42378902435302734]",0,0,0,0
S002,S002-Q014,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；不要只比较2023年和2025年两个端点。,"[""37d568b0-90c6-5481-b7d9-e0101fd95e52""]",True,[3],[0.5073202252388],刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；不要只比较2023年和2025年两个端点。,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；不要只比较2023年和2025年两个端点。,False,True,UNCHANGED_HIT,[3],[0.5073203444480896],0,0,0,0,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；不要只比较2023年和2025年两个端点。,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；不要只比较2023年和2025年两个端点。,False,True,UNCHANGED_HIT,[3],[0.5073203444480896],0,0,0,0,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；不要只比较2023年和2025年两个端点。,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；不要只比较2023年和2025年两个端点。,False,True,UNCHANGED_HIT,[3],[0.5073203444480896],0,0,0,0,刚才关于归母股东权益与总资产连续上升的三层证据中，哪些措辞已经超过事实本身能够支持的强度；不要只比较2023年和2025年两个端点。,刚才关于归母股东权益与总资产连续上升的三层证据中，哪些措辞已经超过事实本身能够支持的强度；不要只比较2023年和2025年两个端点。,True,True,UNCHANGED_HIT,[2],[0.6209203004837036],4,1,3,0
S002,S002-Q021,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,"[""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e""]",False,[13],[0.6465378403663635],前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,[13],[0.6465377807617188],0,0,0,0,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,[13],[0.6465377807617188],0,0,0,0,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,[13],[0.6465377807617188],0,0,0,0,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,[13],[0.6465377807617188],0,0,0,0
S002,S002-Q022,刚才看了收入，再看归母净利润，两者的增减方向和幅度匹配吗；回答时同时保留一项可能的反证，在贵州茅台这组三年数字中具体怎么体现？,"[""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"", ""b304ab57-b911-5070-88ba-fca4f39a37e8""]",True,"[4, 11]","[0.7317522764205933, 0.6958172917366028]",刚才看了收入，再看归母净利润，两者的增减方向和幅度匹配吗；回答时同时保留一项可能的反证，在贵州茅台这组三年数字中具体怎么体现？,刚才看了收入，再看归母净利润，两者的增减方向和幅度匹配吗；回答时同时保留一项可能的反证，在贵州茅台这组三年数字中具体怎么体现？,False,True,UNCHANGED_HIT,"[4, 11]","[0.731752336025238, 0.6958174109458923]",0,0,0,0,刚才看了营业收入，再看归母净利润，两者的增减方向和幅度匹配吗；回答时同时保留一项可能的反证，在贵州茅台这组三年数字中具体怎么体现？,刚才看了营业收入，再看归母净利润，两者的增减方向和幅度匹配吗；回答时同时保留一项可能的反证，在贵州茅台这组三年数字中具体怎么体现？,True,True,UNCHANGED_HIT,"[4, 11]","[0.7392288446426392, 0.7118639945983887]",2,0,2,0,刚才看了营业收入，再看归母净利润，两者的增减方向和幅度匹配吗；回答时同时保留一项可能的反证，在贵州茅台这组三年数字中具体怎么体现？,刚才看了营业收入，再看归母净利润，两者的增减方向和幅度匹配吗；回答时同时保留一项可能的反证，在贵州茅台这组三年数字中具体怎么体现？,True,True,UNCHANGED_HIT,"[4, 11]","[0.7392288446426392, 0.7118639945983887]",2,0,2,0,刚才看了营业收入，再看归母净利润，两者的增减方向和幅度匹配吗；回答时同时保留一项可能的反证，在贵州茅台这组三年数字中具体怎么体现？,刚才看了营业收入，再看归母净利润，两者的增减方向和幅度匹配吗；回答时同时保留一项可能的反证，在贵州茅台这组三年数字中具体怎么体现？,True,True,UNCHANGED_HIT,"[4, 11]","[0.7392288446426392, 0.7118639945983887]",2,0,2,0
S002,S002-Q026,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,"[""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"", ""e64218f2-62ce-555a-ba53-f3fd1214e0f7""]",False,"[6, 9]","[0.6949954032897949, 0.6865123510360718]",刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,"[6, 9]","[0.6949952840805054, 0.6865124106407166]",0,0,0,0,刚才几个盈利指标（营业收入、归母净利润、总资产、归母股东权益）如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,刚才几个盈利指标（营业收入、归母净利润、总资产、归母股东权益）如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,True,False,UNCHANGED_MISS,"[8, 14]","[0.741974413394928, 0.7269403338432312]",5,0,5,0,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,"[6, 9]","[0.6949952840805054, 0.6865124106407166]",0,0,0,0,刚才归母净利润、营业收入、总资产、归母股东权益这几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,刚才归母净利润、营业收入、总资产、归母股东权益这几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,True,False,UNCHANGED_MISS,"[8, 18]","[0.7435624599456787, 0.715761125087738]",5,0,5,0
S002,S002-Q028,我想反过来验证上一轮结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,"[""42756865-0f8f-5dcc-a050-6ecec5b828ce""]",False,[8],[0.635677695274353],我想反过来验证上一轮结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,我想反过来验证上一轮结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,[8],[0.6356777548789978],0,0,0,0,我想反过来验证上一轮关于归母净利润呈先升后降、营业收入呈先升后降的结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,我想反过来验证上一轮关于归母净利润呈先升后降、营业收入呈先升后降的结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,True,True,RESCUED,[1],[0.7824932336807251],3,1,2,0,我想反过来验证上一轮结论（归母净利润呈先升后降，营业收入呈先升后降），哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,我想反过来验证上一轮结论（归母净利润呈先升后降，营业收入呈先升后降），哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,True,True,RESCUED,[1],[0.772222638130188],3,1,2,0,我想反过来验证上一轮关于归母净利润与营业收入均呈先升后降的结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,我想反过来验证上一轮关于归母净利润与营业收入均呈先升后降的结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,True,True,RESCUED,[1],[0.7881455421447754],4,1,3,0
